Truth,Pred
e,e
r,r
 , 
c,c
o,o
n,n
f,f
e,e
r,r
e,e
n,n
c,c
e,e
 , 
w,w
i,i
t,t
h,h
 , 
h,h
e,e
r,r
d,<DEL>
u,<DEL>
s,<DEL>
n,<DEL>
ý,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
n,<DEL>
o,<DEL>
c,<DEL>
í,<DEL>
 ,<DEL>
v,<DEL>
 ,<DEL>
k,<DEL>
a,<DEL>
s,<DEL>
á,<DEL>
r,<DEL>
n,<DEL>
á,<DEL>
c,<DEL>
h,<DEL>
.,<DEL>
 ,<DEL>
„,<DEL>
Č,<DEL>
e,<DEL>
k,<DEL>
á,<DEL>
m,<DEL>
 ,<DEL>
s,<DEL>
 ,<DEL>
n,<DEL>
e,<DEL>
t,<DEL>
r,<DEL>
p,<DEL>
ě,<DEL>
l,<DEL>
i,<DEL>
v,<DEL>
o,<DEL>
s,<DEL>
t,<DEL>
í,<DEL>
",",<DEL>
 ,<DEL>
a,<DEL>
ž,<DEL>
 ,<DEL>
o,<DEL>
d,<DEL>
e,<DEL>
j,<DEL>
d,<DEL>
e,<DEL>
t,<DEL>
e,<DEL>
 ,<DEL>
z,<DEL>
 ,<DEL>
k,<DEL>
á,<DEL>
z,<DEL>
n,<DEL>
i,<DEL>
c,<DEL>
e,<DEL>
",",<DEL>
"""",<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
a,<DEL>
v,<DEL>
i,<DEL>
l,<DEL>
 ,<DEL>
m,<DEL>
n,<DEL>
ě,<DEL>
 ,<DEL>
s,<DEL>
 ,<DEL>
ú,<DEL>
s,<DEL>
m,<DEL>
ě,<DEL>
v,<DEL>
e,<DEL>
m,<DEL>
",",<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
t,<DEL>
k,<DEL>
a,<DEL>
v,<DEL>
 ,<DEL>
m,<DEL>
n,<DEL>
e,<DEL>
 ,<DEL>
k,<DEL>
d,<DEL>
y,<DEL>
s,<DEL>
i,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
o,<DEL>
c,<DEL>
h,<DEL>
á,<DEL>
z,<DEL>
c,<DEL>
e,<DEL>
.,<DEL>
 ,<DEL>
„,<DEL>
A,<DEL>
ž,<DEL>
 ,<DEL>
v,<DEL>
y,<DEL>
 ,<DEL>
o,<DEL>
d,<DEL>
e,<DEL>
j,<DEL>
d,<DEL>
e,<DEL>
t,<DEL>
e,<DEL>
",",<DEL>
 ,<DEL>
b,<DEL>
u,<DEL>
d,<DEL>
u,<DEL>
 ,<DEL>
v,<DEL>
ě,<DEL>
d,<DEL>
ě,<DEL>
t,<DEL>
i,<DEL>
",",<DEL>
 ,<DEL>
ž,<DEL>
e,<DEL>
 ,<DEL>
m,<DEL>
n,<DEL>
ě,<DEL>
 ,<DEL>
z,<DEL>
b,<DEL>
ý,<DEL>
v,<DEL>
á,<DEL>
 ,<DEL>
z,<DEL>
r,<DEL>
o,<DEL>
v,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
r,<DEL>
o,<DEL>
k,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
o,<DEL>
p,<DEL>
u,<DEL>
š,<DEL>
t,<DEL>
ě,<DEL>
n,<DEL>
í,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
s,<DEL>
v,<DEL>
o,<DEL>
b,<DEL>
o,<DEL>
d,<DEL>
u,<DEL>
.,<DEL>
"""",<DEL>
 ,<DEL>
P,<DEL>
o,<DEL>
d,<DEL>
o,<DEL>
t,<DEL>
ý,<DEL>
k,<DEL>
á,<DEL>
m,<DEL>
 ,<DEL>
z,<DEL>
d,<DEL>
e,<DEL>
 ,<DEL>
m,<DEL>
i,<DEL>
m,<DEL>
o,<DEL>
c,<DEL>
h,<DEL>
o,<DEL>
d,<DEL>
e,<DEL>
m,<DEL>
",",<DEL>
e,e
x,x
p,p
r,r
e,e
s,s
s,s
e,e
d,d
.,.
”,”
 , 
T,T
o,o
 , 
C,C
a,a
t,t
h,h
e,e
r,r
i,i
n,n
e,e
 , 
a,a
n,n
d,d
 , 
L,L
y,y
d,d
i,i
a,a
 , 
n,n
e,e
i,i
t,t
h,h
e,e
r,r
 , 
t,t
h,h
e,e
 , 
<INS>, 
l,l
e,e
t,t
t,t
e,e
r,r
 , 
n,n
o,o
r,r
 , 
i,i
t,t
s,s
 , 
w,w
r,r
i,i
t,t
e,e
r,r
 , 
<INS>, 
w,w
e,e
r,r
e,e
 , 
i,i
n,n
 , 
a,a
n,n
y,y
 , 
d,d
e,e
g,g
r,r
e,e
e,e
 , 
i,i
n,n
t,t
e,e
r,r
e,e
s,s
t,t
i,i
n,n
g,g
.,.
 , 
I,I
t,t
 , 
w,w
a,a
s,s
 , 
n,n
e,e
x,x
t,t
<INS>, 
 , 
t,t
o,o
 , 
i,i
m,m
p,p
o,o
s,s
s,s
i,i
b,b
l,l
e,e
 , 
t,t
h,h
a,a
t,t
 , 
t,t
h,h
e,e
i,i
r,r
 , 
c,c
o,o
u,u
s,s
i,i
n,n
 , 
s,s
h,h
o,o
u,u
l,l
d,d
 , 
c,c
o,o
m,m
e,e
 , 
i,i
n,n
 , 
a,a
 , 
s,s
c,c
a,a
r,r
l,l
e,e
t,t
 , 
c,c
o,o
a,a
t,t
",",","
 , 
a,a
n,n
d,d
 , 
i,i
t,t
 , 
w,w
a,a
s,s
 , 
n,n
o,o
w,w
 , 
s,s
o,o
m,m
e,e
 , 
w,w
e,e
e,e
k,k
s,s
 , 
s,s
i,i
n,n
c,c
e,e
 , 
t,t
h,h
e,e
y,y
F,F
i,i
x,x
e,e
d,d
 , 
t,t
h,h
e,e
r,r
e,e
 , 
b,b
y,y
 , 
t,t
h,h
e,e
 , 
k,k
e,e
e,e
n,h
e,e
s,s
t,t
 , 
o,o
f,f
 , 
a,a
l,l
l,l
 , 
a,a
n,n
g,g
u,u
i,i
s,s
h,h
",",","
 , 
s,s
e,e
l,l
f,f
-,-
r,r
e,e
p,p
r,r
o,o
a,a
c,c
h,h
",",","
 , 
s,s
h,h
e,e
 , 
c,c
o,o
u,u
l,l
d,d
 , 
f,f
i,i
n,n
d,d
 , 
n,n
o,o
 ,t
i,i
n,n
t,t
e,é
r,r
v,v
a,a
l,l
 , 
o,o
f,f
 , 
e,e
a,a
s,s
e,e
 , 
o,o
r,r
 , 
f,f
o,o
r,r
g,d
e,e
t,t
f,i
u,u
l,i
n,n
e,e
s,s
s,s
.,.
 , 
T,T
h,h
e,e
y,y
 , 
t,t
r,r
a,a
v,v
e,e
l,l
l,l
e,e
d,d
 , 
a,a
s,s
 , 
e,e
x,x
p,p
e,e
d,d
i,i
t,t
i,i
o,o
u,u
s,s
l,l
y,y
 , 
a,a
s,s
 , 
p,p
o,o
s,s
s,s
i,i
b,b
l,l
e,e
;,:
 , 
<INS>,‘
a,a
n,n
d,d
 , 
s,s
l,l
e,e
e,e
p,p
i,i
n,n
g,g
 , 
o,o
n,n
e,e
 , 
n,n
i,i
g,g
h,h
t,t
 , 
o,o
n,n
 , 
t,t
h,h
e,e
 , 
r,r
o,o
a,a
d,d
",",","
s,s
e,e
e,e
i,i
n,n
g,g
 , 
h,h
i,i
m,m
.,.
 , 
T,T
h,h
e,e
 , 
G,G
a,a
r,r
d,d
i,i
n,n
 , 
s,s
t,t
a,a
y,y
e,e
d,d
 , 
a,a
 , 
w,w
e,e
e,e
k,k
 , 
a,a
t,t
 , 
L,L
o,o
n,n
g,g
b,b
o,o
u,u
r,m
n,<DEL>
;,;
 , 
a,a
n,n
d,d
 , 
w,w
h,h
a,a
t,t
 , 
 ,<DEL>
t,t
h,h
e,e
 , 
P,P
h,h
i,i
l,l
i,i
p,p
s,s
e,e
s,s
",",","
 , 
t,t
h,h
e,e
 , 
L,L
u,u
c,c
a,a
s,s
e,e
s,s
",",","
 , 
a,a
n,n
d,d
 , 
t,t
h,h
e,e
 , 
o,o
f,f
f,f
i,i
c,c
e,e
r,r
s,s
",",","
 , 
t,t
h,h
e,e
r,r
e,e
 , 
w,w
a,a
s,s
 , 
n,n
o,o
t,t
 ,<DEL>
 , 
d,d
a,a
y,y
 , 
w,w
i,i
t,t
h,h
o,o
u,u
t,t
 , 
i,i
t,t
s,s
i,i
m,m
p,p
o,o
r,r
t,t
a,a
n,n
c,c
e,e
;,;
 , 
a,a
n,i
d,d
 , 
h,h
e,e
r,r
 , 
m,m
o,o
t,t
h,h
e,e
r,r
 ,-
w,w
a,a
s,s
 , 
t,t
o,o
o,o
 , 
h,h
a,a
p,p
p,p
y,y
 , 
t,t
o,o
 , 
b,b
e,e
 , 
q,q
u,u
i,i
t,t
e,e
 , 
s,s
o,o
 , 
o,o
b,b
s,s
t,t
i,i
n,n
a,a
t,t
e,e
 ,-
a,a
s,s
 , 
u,u
s,s
u,u
a,a
l,l
.,.
 , 
O,O
t,t
h,h
e,e
r,r
 , 
s,s
c,c
h,h
e,e
m,m
e,e
s,s
",",","
 , 
t,t
o,o
o,o
",",","
 , 
c,c
a,a
<INS>,n
m,i
e,e
 , 
i,i
n,n
t,t
o,o
 , 
h,h
e,e
r,r
 , 
h,h
e,e
a,a
d,d
.,.
 , 
“,“
I,T
 ,<DEL>
w,w
i,i
l,l
l,l
 , 
g,g
o,o
 , 
t,t
o,o
 , 
M,M
e,e
r,r
y,y
t,t
o,o
n,n
",",","
”,""""
 , 
s,s
a,a
i,i
d,d
 , 
s,s
h,h
e,e
",",","
 , 
“,<DEL>
a,a
s,s
 , 
s,s
o,o
o,o
n,n
 , 
a,a
s,s
 , 
I,I
 , 
a,a
m,m
 , 
d,d
r,r
e,e
s,s
s,s
e,e
d,d
",",","
 , 
a,a
n,n
d,d
 ,'
t,t
e,e
l,l
l,l
 , 
t,t
h,h
e,e
 , 
g,g
o,o
o,o
d,d
",",","
 , 
g,g
o,o
o,o
d,d
 , 
n,n
e,e
w,w
s,s
 , 
t,t
o,o
 , 
m,m
y,y
 , 
s,s
i,i
s,s
t,t
e,e
r,r
 , 
P,P
h,h
i,i
l,l
i,i
p,p
s,s
.,.
 , 
A,A
n,n
d,d
 , 
a,a
s,s
 , 
I,L
w,w
h,h
o,o
 , 
c,c
a,a
n,n
 ,-
w,w
r,r
i,i
t,t
e,e
 , 
a,a
 , 
 ,<DEL>
l,l
e,e
t,t
t,t
e,e
r,r
 , 
w,w
i,i
t,t
h,h
 , 
e,e
a,d
s,s
e,e
 , 
w,w
r,r
i,i
t,t
e,e
 , 
<INS>,“
i,1
l,1
l,s
., 
”,/
 ,e
“,n
T,e
h,n
a,a
<INS>,:
 , 
n,n
o,o
t,t
 , 
d,d
o,o
 , 
f,f
o,o
r,r
 ,'
a,a
 , 
c,c
o,o
m,m
 , 
t,t
o,o
 , 
D,D
a,a
r,r
c,c
y,y
",",","
 , 
C,C
a,a
r,r
o,o
l,l
i,i
 , 
c,e
r,r
i,i
e,e
d,d
 , 
h,h
e,e
r,r
<INS>,.
 , 
b,b
r,r
o,o
t,t
h,h
e,e
 , 
“,<DEL>
b,b
e,e
c,c
a,a
u,u
s,s
e,e
 , 
h,h
e,e
 ,v
d,d
o,o
e,e
s,s
 , 
w,w
r,r
i,i
t,t
e,e
 , 
w,w
i,i
t,t
h,h
 , 
e,e
a,a
s,s
e,e
.,.
d,d
r,r
a,a
w,w
n,n
 , 
w,w
h,h
e,e
n,n
 , 
s,s
h,h
e,e
 , 
w,w
a,a
s,s
 , 
o,o
n,n
l,l
y,y
 , 
e,e
i,l
g,g
h,h
t,t
 , 
y,y
e,e
a,a
r,r
s,s
 , 
o,o
l,l
d,d
.,.
 , 
“,""""
A,A
n,n
d,d
 , 
i,I
s,s
 , 
M,M
i,i
s,s
s,s
 , 
D,D
a,a
r,r
c,c
y,y
 , 
a,a
s,s
 , 
h,h
a,a
n,n
d,d
s,s
o,o
m,m
e,e
 , 
 ,<DEL>
h,h
e,e
r,r
 , 
b,b
r,r
o,o
t,t
h,h
e,e
r,r
?,?
”,”
 , 
s,s
a,a
i,l
d,d
 , 
M,M
r,r
.,.
 , 
G,G
a,a
r,r
d,d
i,i
n,n
e,e
r,r
.,.
 , 
“,“
O,O
h,h
",",","
 , 
y,y
e,e
s,s
-,-
-,-
t,t
h,h
e,e
 , 
h,h
a,a
n,n
d,d
s,s
o,o
m,m
e,e
s,s
t,t
 , 
y,y
o,o
u,u
n,n
g,g
 , 
l,l
a,a
d,d
y,y
 , 
t,t
h,h
a,a
t,t
 , 
e,e
v,v
e,e
r,r
 , 
w,w
a,a
s,s
 , 
s,s
e,e
e,e
n,n
;,;
 , 
a,a
n,n
d,d
 , 
s,s
o,o
 , 
a,a
c,c
c,c
o,o
m,m
p,p
l,l
i,i
s,s
h,h
e,e
d,d
!,!
 , 
S,S
h,h
e,e
 , 
p,p
l,l
a,a
y,y
s,s
 , 
a,a
n,n
d,d
 , 
s,s
i,i
n,n
g,g
s,s
 , 
a,a
l,l
l,l
 , 
d,d
a,a
y,y
 , 
l,l
o,o
n,n
g,g
.,.
 , 
I,I
n,n
 , 
t,t
h,h
e,e
 , 
n,n
e,e
x,x
t,t
 , 
r,r
o,o
o,o
m,m
 , 
i,I
s,s
t,1
a,v
k,á
ý,<DEL>
m,m
 ,<DEL>
v,v
z,ž
e,e
z,z
ř,r
e,e
n,n
í,i
m,m
<INS>,m
",",","
 , 
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
s,s
d,d
ě,o
l,l
o,o
v,v
a,a
l,l
 , 
s,s
e,e
 , 
m,m
n,n
o,o
u,u
 ,.
n,<DEL>
e,<DEL>
o,<DEL>
b,<DEL>
y,<DEL>
č,<DEL>
e,<DEL>
j,<DEL>
n,<DEL>
é,<DEL>
 , 
t,<DEL>
a,<DEL>
j,<DEL>
e,<DEL>
m,<DEL>
s,<DEL>
t,<DEL>
v,<DEL>
í,<DEL>
",",<DEL>
 , 
p,p
o,o
č,r
a,a
l,i
 ,e
m,n
n,b
ě,e
 , 
v,<DEL>
y,y
p,p
r,.
a,<DEL>
v,<DEL>
o,<DEL>
v,<DEL>
a,<DEL>
t,<DEL>
i,<DEL>
",",<DEL>
 , 
ž,<DEL>
e,<DEL>
 ,<DEL>
m,m
á,i
 , 
t,i
y,y
t,t
o,o
 , 
d,d
n,<DEL>
i,i
 ,r
d,d
o,o
s,s
t,t
a,á
t,v
 ,<DEL>
d,d
v,v
a,a
 , 
t,n
i,<DEL>
s,<DEL>
í,<DEL>
c,<DEL>
e,e
",",r
 , 
<INS>,s
a,t
l,l
e,e
 ,z
ž,o
e, 
 ,a
s,c
e,e
 , 
t,<DEL>
o,<DEL>
 ,<DEL>
n,n
y,y
n,n
í,í
 , 
n,f
e,e
s,e
t,t
a,a
n,n
e,o
",",","
 , 
p,p
r,r
o,o
t,t
o,o
ž,z
e,e
 ,x
s,<DEL>
e,e
 ,d
d,i
c,c
e,e
r,r
a,<DEL>
 , 
p,p
l,l
u,o
k,k
o,o
v,v
n,i
í,t
k,i
a,c
 ,u
G,u
.,:
 , 
p,p
ř,ř
i,i
m,m
<INS>,i
l,l
o,o
<INS>,d
u,i
v,v
á,a
 , 
z,r
a,a
 , 
n,n
ě,ě
h,h
o,o
.,","
 , 
P,B
o,a
h,b
l,l
é,é
d,e
l,l
 ,l
j,j
s,3
e,q
m,m
<INS>,","
 , 
<INS>,n
u,i
d,d
i,i
v,v
e,e
n,n
ě,g
 ,m
n,<DEL>
a,a
 ,<DEL>
n,n
ě,é
h,h
o,o
 ,<DEL>
a,<DEL>
a,a
n,n
d,d
 , 
h,h
i,i
s,s
 , 
w,w
i,i
f,f
e,e
 , 
s,s
h,h
o,o
u,u
l,l
d,d
 , 
m,m
a,a
k,k
e,e
 , 
t,t
h,h
e,e
i,m
r,<DEL>
 , 
a,a
p,p
p,p
e,e
a,a
r,r
a,a
n,n
c,c
e,e
 , 
a,a
t,t
 , 
S,S
t,t
.,<DEL>
 , 
J,J
a,a
m,m
e,e
s,s
’,'
s,s
.,.
 , 
T,T
h,h
e,e
 , 
w,w
h,h
o,o
l,l
e,e
 , 
f,f
a,a
m,m
i,i
l,l
y,y
 , 
i,i
n,n
 , 
s,s
h,h
o,o
r,n
t,<DEL>
 , 
w,w
e,e
r,r
e,e
 , 
p,p
r,r
o,o
p,p
e,e
r,r
l,l
y,y
 , 
o,o
v,v
e,e
r,r
j,j
o,o
y,y
e,e
d,d
 , 
o,o
n,n
 , 
t,t
h,h
e,e
 , 
<INS>, 
o,o
c,c
c,c
a,a
s,s
i,i
o,o
n,n
.,<DEL>
 , 
T,T
h,h
e,e
 , 
y,y
o,o
u,u
n,n
g,g
e,e
r,r
 , 
g,g
i,i
r,r
l,l
s,s
 , 
f,f
o,o
r,r
m,m
e,e
d,d
 , 
h,h
o,o
p,p
e,e
s,s
 , 
o,o
f,f
 , 
c,c
o,o
m,m
i,i
n,n
g,g
 , 
o,o
u,u
t,t
 ,<DEL>
a,a
 , 
y,y
e,e
a,a
r,r
 , 
o,o
r,r
 , 
t,t
w,w
o,o
 , 
s,s
o,o
o,o
n,n
e,e
r,r
 , 
t,t
h,h
a,a
n,n
 , 
t,t
h,h
e,e
y,y
 , 
m,m
i,i
g,g
h,h
t,t
 , 
o,o
t,t
h,h
e,e
r,n
w,v
i,i
s,s
e,e
 , 
h,h
a,a
v,v
e,e
 , 
d,d
o,o
n,n
e,e
;,","
 , 
a,a
n,n
d,d
n,n
í,i
m,m
:,:
 , 
",",„
N,N
a,a
 , 
p,p
o,o
l,l
i,i
c,c
i,i
j,j
i,i
 , 
m,m
n,n
e,e
 , 
v,v
e,e
d,d
l,l
i,i
 , 
z,z
 , 
m,m
i,i
l,l
o,o
s,s
t,t
i,i
 , 
t,t
v,v
é,é
',""""
*,*
 , 
a,a
 , 
t,t
a,a
k,k
 , 
d,d
á,á
l,l
e,e
.,.
.,.
.,.
 , 
T,T
a,a
k,k
 , 
v,v
i,i
d,d
í,i
t,t
e,e
",",","
 , 
j,j
a,a
k,k
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
 , 
c,c
h,h
o,o
v,v
a,a
l,l
 , 
o,o
d,d
 , 
s,s
a,a
m,m
é,é
h,h
o,o
 , 
d,d
ě,ě
t,t
s,s
t,t
v,v
í,i
.,.
"""",""""
 , 
V,V
š,š
i,i
c,c
h,h
 , 
s,s
e,e
 , 
o,o
p,p
ě,ě
t,t
 , 
d,d
a,a
l,l
i,i
 , 
d,d
o,o
 , 
s,s
m,m
í,i
c,c
h,h
u,u
.,<DEL>
 , 
A,A
l,l
e,e
 , 
t,t
o,o
 , 
p,p
r,r
á,á
v,v
ě,ě
 , 
S,S
k,k
u,u
r,r
a,a
t,t
o,o
v,v
j,j
e,e
d,d
e,e
n,n
 , 
z,z
 , 
n,n
á,á
č,č
e,e
l,l
n,n
í,í
k,k
ů,ů
",",","
 , 
v,v
s,s
t,t
á,á
v,v
a,a
j,j
e,e
 , 
p,p
o,o
m,m
a,a
l,l
u,u
 , 
s,s
 , 
m,m
í,í
s,s
t,t
a,a
.,.
 , 
„,„
P,P
r,r
o,o
č,č
 , 
j,j
s,s
t,t
e,e
 , 
t,t
a,a
m,m
 , 
p,p
ř,<DEL>
i,<DEL>
 , 
p,p
r,r
o,o
h,h
l,l
í,í
d,d
c,c
e,e
 , 
n,n
e,e
p,p
o,o
ž,ž
á,á
d,d
a,a
l,l
i,i
?,?
 , 
R,R
o,o
z,z
e,e
b,b
e,e
r,r
t,t
e,e
 , 
b,b
á,á
r,r
k,k
u,u
",",","
 , 
t,t
u,u
 , 
m,m
á,á
t,t
e,e
 , 
ú,ú
k,k
o,o
l,l
.,.
"""",""""
 , 
K,K
o,o
n,n
e,e
č,č
n,n
ě,ě
 , 
s,s
e,e
 , 
s,s
e,e
b,b
r,r
a,a
l,l
i,i
 , 
a,a
 , 
s,s
e,e
s,s
t,t
o,o
u,u
p,p
i,i
l,l
i,i
 , 
k,k
 , 
ř,ř
e,e
c,c
e,e
",",","
<INS>, 
 , 
j,j
e,e
d,d
v,v
a,a
 , 
n,n
o,o
h,h
y,y
 , 
v,v
l,l
e,e
k,k
o,o
u,u
c,c
e,e
.,.
 , 
V,V
 , 
t,t
l,l
u,u
p,p
ě,ě
 , 
s,s
e,e
 , 
i,i
h,h
n,n
e,e
d,d
 , 
v,v
y,y
s,s
k,k
y,y
t,t
l,l
i,i
 , 
r,r
á,á
d,d
c,c
o,o
v,v
é,é
",",","
 , 
o,o
v,v
š,š
e,e
m,m
 , 
j,j
e,e
n,n
 , 
n,n
a,a
p,p
o,o
l,l
o,o
v,v
i,i
n,n
y,y
 , 
v,v
z,z
d,d
á,á
l,l
e,e
n,n
o,o
s,v
t,<DEL>
i,<DEL>
 , 
k,k
 , 
r,r
a,a
t,n
i,<DEL>
b,b
o,o
ř,f
s,i
k,k
é,é
<INS>,n
m,m
u,<DEL>
 , 
m,m
o,o
s,s
t,t
u,u
",",<DEL>
 , 
n,m
a,<DEL>
j,j
e,e
l,l
 , 
v,v
l,l
a,a
k,k
 , 
n,n
a,a
 , 
p,p
o,o
d,d
m,m
i,i
n,n
o,o
v,v
a,a
n,n
ý,ý
 , 
ú,ú
s,t
e,e
k,k
.,<DEL>
 , 
O,O
z,z
v,y
a,a
l,l
o,o
 , 
s,s
e,e
 , 
n,n
ě,ě
k,k
o,o
l,l
i,i
k,k
 , 
<INS>,„
p,p
r,r
u,u
d,d
k,k
ý,ý
c,c
h,h
 , 
v,v
ý,ý
b,b
u,u
c,c
h,h
ů,ů
.,.
 , 
C,C
o,o
 , 
<INS>,-
m,n
y,y
s,s
l,t
í,i
t,t
e,e
?,?
 , 
P,P
ř,l
e,e
v,v
r,r
á,i
t,n
i,<DEL>
l,l
 , 
s,s
e,e
?,?
 , 
z,z
e,e
p,p
t,r
a,a
l,l
 , 
s,t
e,e
 , 
J,J
e,e
n,n
d,d
a,a
 , 
v,v
 ,<DEL>
b,b
ě,a
h,<DEL>
u,<DEL>
.,.
 , 
S,S
l,l
á,i
v,v
e,e
k,k
 , 
s,s
e,e
 , 
r,r
y,y
c,c
h,h
l,l
e,e
 , 
o,o
h,b
l,l
é,é
d,d
l,l
., 
 ,‘
V,V
y,y
š,i
i,m
n,n
u,<DEL>
l,l
 , 
s,s
e,e
",",:
 , 
a,a
l,l
e,e
 , 
s,s
t,t
o,o
j,j
í,i
.,.
 , 
Š,Š
k,k
o,o
d,d
a,a
",",<DEL>
 , 
z,z
a,a
l,l
i,t
t,t
o,o
v,v
a,a
l,l
 , 
Z,Z
d,d
e,e
n,n
ě,ě
k,k
.,<DEL>
l,l
i,i
s,s
t,t
e,e
n,n
.,<DEL>
 , 
I,I
 , 
w,w
a,a
s,s
 , 
s,s
o,o
m,m
e,e
t,t
i,i
m,m
e,e
s,s
 , 
q,q
u,u
i,i
t,t
e,e
 , 
p,p
r,r
o,o
v,v
o,o
k,k
e,e
d,d
;,.
 , 
b,b
u,u
t,t
 , 
t,t
h,h
e,e
n,n
 , 
I,I
 ,<DEL>
r,r
e,e
c,c
o,o
l,l
l,l
e,e
c,c
t,t
e,e
d,d
 , 
m,m
y,y
 , 
d,d
e,e
a,a
r,r
 , 
E,B
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
a,a
n,n
d,d
 , 
J,J
a,a
n,n
e,e
",",.
 , 
a,a
n,n
d,d
 , 
f,f
o,o
r,r
 , 
t,t
h,h
e,e
i,i
r,r
 , 
s,s
a,a
k,k
e,e
s,s
 , 
h,h
a,a
d,d
 , 
p,p
a,a
t,t
i,i
e,e
n,n
c,c
e,e
 , 
w,w
i,i
t,t
h,h
 , 
h,h
e,e
r,r
.,.
 , 
M,M
r,r
.,<DEL>
 , 
D,D
a,a
r,r
c,c
y,y
 , 
w,w
a,a
s,s
 , 
p,p
u,u
n,n
c,c
t,t
u,u
a,a
l,l
 , 
i,i
n,n
 , 
h,h
i,i
s,s
 , 
r,r
e,e
t,f
u,u
r,m
n,<DEL>
",",","
 , 
a,a
n,n
d,d
",",<DEL>
 , 
a,a
s,s
 , 
L,L
y,y
d,d
i,i
a,a
 , 
i,i
n,n
f,f
o,o
r,r
m,m
e,e
d,d
 , 
y,y
o,o
u,u
",",.
 , 
a,a
t,t
t,t
e,e
n,n
d,d
e,e
d,d
 , 
t,t
h,h
e,e
 , 
w,w
e,e
d,d
d,d
i,i
n,n
g,g
.,<DEL>
 , 
H,H
e,e
 , 
d,d
i,i
n,n
e,e
d,d
a,a
s,s
i,i
 ,c
č,c
t,t
y,y
ř,f
i,i
c,e
e,e
t,t
 ,d
l,<DEL>
e,e
t,f
",",.
 , 
m,m
á,a
 , 
<INS>, 
n,n
e,e
o,o
b,b
y,y
č,d
e,e
j,j
n,n
ě,e
 , 
t,f
l,<DEL>
u,u
s,s
t,t
ý,y
 , 
d,d
o,o
l,l
 , 
r,r
e,e
t,t
 , 
a,a
 ,i
v,v
e,e
l,l
i,i
k,k
ý,y
 ,<DEL>
m,m
a,a
s,s
i,i
t,t
ý,y
 , 
n,n
o,o
 , 
p,p
o,o
s,s
e,e
t,t
ý,ý
 ,.
u,U
h,h
r,r
y,y
.,:
 , 
V,V
 ,y
r,r
u,u
k,k
o,o
u,u
 , 
 ,<DEL>
b,b
a,a
l,l
a,a
l,l
a,a
j,j
k,k
u,u
",",u
 ,<DEL>
n,n
a,a
<INS>,j
 , 
k,k
t,t
e,e
r,r
é,e
 , 
s,s
e,e
 , 
n,n
e,e
d,d
b,b
a,a
l,t
e,e
 , 
p,p
ř,r
e,e
b,b
í,i
r,r
á,a
 , 
s,s
t,t
r,<DEL>
u,u
n,n
 , 
Z,Z
a,a
 ,l
n,n
í,í
m,m
 , 
j,j
a,a
k,k
o,o
 , 
c,c
h,h
v,v
o,o
s,s
t,t
<INS>,/
 , 
<INS>,K
k,s
a,a
n,n
d,d
 , 
h,h
o,o
r,r
r,r
o,o
r,r
",",","
 , 
M,M
r,r
.,.
 , 
G,G
a,a
r,r
d,d
i,i
n,n
e,e
r,r
 , 
r,r
e,e
a,a
d,d
i,i
l,l
y,y
 , 
p,p
r,r
o,o
m,m
i,i
s,s
e,e
d,d
 , 
e,e
v,v
e,e
r,r
y,y
 , 
a,a
s,s
s,s
i,i
s,s
t,t
a,a
n,n
c,c
e,e
 , 
i,i
n,n
 , 
h,h
i,i
s,s
 , 
p,p
o,o
w,w
e,e
r,f
.,.
 , 
E,F
l,l
i,i
z,r
a,a
b,b
e,e
t,t
h,h
",",","
 , 
t,t
h,h
o,o
u,u
g,g
h,h
 , 
e,e
x,x
p,p
e,e
c,c
t,t
i,i
n,n
g,g
 , 
n,n
o,o
 , 
l,l
e,e
s,s
s,s
",",","
 , 
t,t
h,h
a,a
n,n
k,k
e,e
d,d
 , 
h,h
i,i
m,m
 , 
w,s
i,a
t,t
h,h
 , 
t,t
e,e
a,a
r,r
s,s
 , 
o,o
f,f
 , 
g,g
r,r
a,a
t,t
i,i
t,t
u,u
d,d
e,e
;,;
 , 
a,a
n,n
d,d
 ,<DEL>
a,a
l,l
l,l
 , 
t,t
h,h
r,r
e,e
e,e
 , 
b,b
e,e
i,i
n,n
g,g
 , 
a,a
c,c
t,t
u,u
a,a
t,t
e,e
d,d
 , 
b,b
y,y
 , 
o,o
n,n
e,é
 , 
s,s
p,p
i,i
r,r
i,i
t,t
",",","
 , 
e,e
v,v
e,e
r,r
y,y
t,t
h,h
i,i
n,n
g,g
 , 
r,r
e,e
l,l
a,a
t,t
i,i
n,n
g,g
 , 
t,t
o,o
 , 
t,t
h,h
e,e
i,i
r,r
 , 
j,j
o,o
u,n
r,m
n,<DEL>
e,e
y,y
j,J
e,e
