Truth,Pred
š,š
 , 
a,<DEL>
 ,<DEL>
v,v
ě,ě
c,c
 , 
k,k
o,o
n,n
č,č
í,í
 , 
t,c
í,i
m,n
",",","
 , 
ž,ž
e,e
 , 
s,s
e,e
 , 
s,s
a,a
m,m
i,i
 , 
n,n
a,a
 , 
s,s
e,e
b,p
e,e
 , 
d,d
o,o
p,p
á,á
l,l
í,í
",",","
 , 
s,s
a,<DEL>
 ,<DEL>
s,<DEL>
e,e
 , 
p,p
ř,r
e,e
d,d
 , 
s,s
e,e
b,p
o,o
u,u
 , 
z,z
a,a
s,s
t,t
y,y
d,d
í,í
",",<DEL>
 , 
 ,<DEL>
u,u
v,v
ě,ě
ř,r
i,i
l,l
i,i
 , 
K,K
v,v
a,a
s,s
o,o
v,v
u,u
.,<DEL>
 , 
„,""""
A,A
l,l
e,e
 , 
k,<DEL>
 ,<DEL>
p,p
a,a
k,k
 , 
h,h
o,o
 , 
s,s
e,e
s,s
a,a
d,d
í,í
!,!
"""",""""
 , 
v,v
o,o
l,l
á,á
 , 
j,j
e,e
d,d
e,e
n,n
;,<DEL>
 , 
„,""""
p,p
a,a
n,n
e,e
č,č
k,k
u,u
",",","
 , 
m,m
á,a
 , 
t,t
l,l
u,u
s,s
t,t
o,o
u,u
 , 
š,š
í,í
j,j
i,i
",",","
 , 
l,l
e,e
d,d
a,a
c,c
o,o
s,s
<INS>, 
<INS>,a
<INS>,v
<INS>,y
<INS>,","
<INS>, 
<INS>,p
<INS>,o
<INS>,ř
k,k
a,a
ž,ž
d,d
é,é
m,m
u,u
 , 
s,s
v,v
é,é
m,m
u,u
 , 
p,p
o,o
d,d
n,n
i,i
k,k
u,u
 , 
a,a
k,k
c,c
e,e
.,_
 , 
O,O
v,v
š,š
e,e
m,m
",",;
 , 
p,p
ř,ř
i,i
k,k
ý,ý
v,v
l,l
 , 
S,S
l,l
á,á
v,v
e,e
k,k
.,<DEL>
 , 
V,V
e,e
z,z
m,m
e,e
m,m
e,e
 , 
s,s
 ,<DEL>
s,<DEL>
e,e
b,b
o,o
u,u
 , 
i,<DEL>
 ,<DEL>
m,m
o,o
u,u
 , 
p,'
u,<DEL>
š,<DEL>
k,<DEL>
u,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
p,p
i,i
s,s
t,t
o,o
l,l
i,i
 , 
a,<DEL>
 ,<DEL>
t,t
a,a
k,k
é,é
 , 
a,a
u,u
t,t
o,o
m,m
a,a
t,t
",",","
 , 
k,k
t,t
e,e
r,r
ý,ý
 , 
j,j
s,s
e,e
m,m
 , 
d,d
o,o
s,s
t,t
a,a
l,l
 , 
o,o
d,d
 , 
Š,Š
t,t
ě,ě
p,p
á,á
n,n
o,o
v,v
a,a
.,.
 , 
A,<DEL>
 ,<DEL>
t,t
y,y
",",;
 , 
J,J
i,i
ř,ř
í,í
",",","
 , 
s,s
i,i
 , 
v,v
e,e
m,m
 , 
s,s
v,v
ů,ů
j,j
 , 
r,r
e,e
v,v
o,o
l,l
v,v
e,e
r,r
.,.
 , 
T,T
o,o
 , 
u,u
ž,ž
 , 
n,n
á,á
m,m
 , 
m,m
u,u
s,s
í,í
 , 
s,s
t,t
a,a
č,č
i,i
t,t
.,.
 , 
I,<DEL>
 ,<DEL>
s,<DEL>
 ,<DEL>
h,h
o,o
l,l
ý,ý
m,m
a,a
 , 
r,r
u,u
k,k
a,a
m,m
a,a
 , 
b,b
y,y
c,c
h,h
 , 
s,s
e,e
 , 
d,d
o,o
 , 
n,n
i,i
c,c
h,h
 , 
p,p
u,u
s,s
t,t
i,i
l,l
",",","
<INS>, 
<INS>,p
<INS>,u
<INS>,š
<INS>,k
<INS>,u
z,z
k,k
u,u
š,š
e,e
n,n
é,é
h,h
o,o
 , 
m,m
u,u
ž,ž
e,e
",",","
 , 
j,j
e,e
h,h
o,o
ž,ž
 , 
r,r
u,u
k,k
a,a
m,m
a,a
 , 
p,p
r,r
o,o
j,j
d,d
o,o
u,u
 , 
t,t
i,i
s,s
í,i
c,c
e,e
 , 
a,a
 , 
t,t
i,i
s,s
í,í
c,c
e,e
 , 
p,p
a,a
c,c
i,i
e,e
n,n
t,t
ů,ů
.,.
 , 
T,T
a,a
k,k
o,o
v,v
ý,ý
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
 , 
s,s
e,e
 , 
n,n
a,a
 , 
t,t
e,e
b,b
e,e
 , 
j,j
e,e
n,n
 , 
p,p
o,o
d,d
í,i
v,v
á,á
 , 
a,a
 , 
h,h
n,n
e,e
d,d
 , 
v,v
í,i
",",","
 , 
c,J
o,<DEL>
 ,<DEL>
a,a
 ,<DEL>
j,<DEL>
a,<DEL>
k,k
.,<DEL>
.,<DEL>
.,<DEL>
 , 
T,T
u,u
š,š
e,e
n,n
í,i
?,?
 , 
ř,ř
e,e
k,k
l,l
 , 
b,b
e,e
z,z
m,m
y,y
š,š
l,l
e,e
n,n
k,k
o,o
v,v
i,i
t,t
ě,ě
<INS>, 
.,.
 , 
J,J
a,a
k,k
é,é
 , 
t,t
u,u
š,š
e,e
n,n
<INS>,i
í, 
",",","
 , 
s,s
e,e
s,s
t,t
ř,ň
i,<DEL>
č,č
k,k
o,o
?,?
 , 
N,N
o,o
.,<DEL>
.,<DEL>
.,<DEL>
",",<DEL>
 , 
r,r
o,o
z,z
h,h
l,l
é,é
d,d
l,l
a,a
 , 
s,s
e,e
 , 
p,p
o,o
 , 
c,c
h,h
o,o
d,d
b,b
ě,ě
 , 
a,<DEL>
 ,<DEL>
ř,ř
e,e
k,k
l,l
a,a
 ,'
t,t
i,i
š,š
e,e
:,:
 , 
Ž,Ž
e,e
 , 
j,j
s,s
t,t
e,e
c,c
h,h
r,r
á,á
n,n
i,i
l,l
y,y
 , 
o,o
d,d
 , 
k,k
u,u
r,r
d,d
ě,ě
j,j
í,í
 , 
j,j
i,i
n,n
ý,ý
c,c
h,h
 , 
n,n
e,e
m,m
o,o
c,c
í,í
.,.
 , 
P,P
r,r
á,á
c,c
 , 
c,c
h,h
r,r
á,á
n,n
i,i
l,l
a,a
 , 
o,o
d,d
 , 
p,p
ř,ř
e,e
s,s
t,t
u,u
p,p
 , 
B,B
e,e
z,z
 , 
p,p
r,r
á,á
c,c
e,e
 , 
s,s
n,n
ě,ě
d,d
l,l
i,i
 , 
b,b
y,y
 , 
t,t
a,a
n,n
c,c
i,i
 , 
j,j
e,e
d,d
e,e
n,n
 , 
d,d
r,r
u,u
h,h
é,é
h,h
o,o
 , 
p,p
a,a
v,v
o,o
u,u
c,c
i,i
 , 
v,v
e,e
 , 
s,s
k,k
l,l
e,e
n,n
i,i
c,c
i,i
 , 
p,p
ř,ř
e,e
s,s
 , 
t,c
o,o
 , 
i,<DEL>
 ,<DEL>
p,p
e,e
n,n
í,í
z,z
e,e
 , 
i,<DEL>
 ,<DEL>
 ,<DEL>
b,b
y,y
l,l
y,y
 , 
z,z
a,a
p,p
o,o
v,v
ě,ě
z,z
e,e
n,n
y,y
.,.
 , 
N,N
e,e
 , 
p,p
o,o
ř,ř
á,á
d,d
á,á
n,n
y,y
 ,<DEL>
v,<DEL>
 , 
n,n
o,o
c,c
i,i
 , 
n,n
e,e
n,n
t,t
a,a
k,k
o,o
v,v
é,é
m,m
 , 
v,v
y,y
p,p
r,r
a,a
v,v
o,o
v,v
á,á
n,n
í,í
 , 
a,a
n,n
i,i
 , 
s,s
e,e
b,b
e,e
 , 
m,m
e,e
n,n
š,š
í,i
h,h
o,o
 , 
o,o
d,d
s,s
t,t
í,i
n,n
u,u
 , 
h,h
n,n
ě,ě
v,v
u,u
 , 
n,n
e,e
b,b
o,o
 , 
n,n
e,e
n,n
á,á
v,v
i,i
s,s
t,t
i,i
",",","
 , 
a,a
č,č
k,k
o,o
l,l
i,i
 , 
s,s
e,e
 , 
v,n
e,<DEL>
 ,<DEL>
m,<DEL>
n,n
ě,e
 , 
p,p
ř,ŕ
i,i
 , 
t,t
o,o
m,m
 , 
n,n
ě,ě
k,k
d,d
y,y
 , 
z,z
d,d
v,v
i,i
h,h
a,a
l,l
 , 
h,h
n,n
ě,ě
v,v
 , 
a,<DEL>
 ,<DEL>
s,s
r,r
d,d
c,c
e,e
 , 
z,z
a,a
č,č
í,í
n,n
a,a
l,l
o,o
 , 
m,m
o,o
c,c
n,n
ě,ě
 , 
a,<DEL>
 ,<DEL>
s,s
i,i
l,l
n,n
ě,é
 , 
t,t
l,l
o,o
u,u
c,c
i,i
.,<DEL>
 , 
A,A
 , 
o,o
n,n
i,i
 , 
s,s
i,i
 , 
v,v
y,y
p,p
r,r
a,a
v,v
u,u
j,j
í,i
 , 
a,<DEL>
 ,<DEL>
s,s
m,m
ě,é
j,j
í,i
 , 
s,s
e,e
 , 
p,p
ř,ř
i,i
 , 
t,t
o,o
m,m
",",;
 , 
j,j
a,a
k,k
o,o
 , 
d,d
ě,ě
t,t
i,i
.,<DEL>
 , 
T,I
a,a
k,k
 ,<DEL>
n,n
a,a
 , 
p,p
ř,ř
í,i
k,k
l,l
a,a
d,d
 , 
M,M
., 
.,<DEL>
.,<DEL>
c,c
k,k
ý,ý
 , 
m,m
n,n
ě,ě
f,f
a,a
t,t
i,i
g,g
u,u
e,e
 , 
w,w
h,h
i,i
l,l
e,e
 , 
e,e
n,n
u,u
m,m
e,e
r,r
a,a
 , 
t,t
h,h
e,e
 , 
a,a
d,d
v,v
a,a
n,n
t,t
a,a
g,g
e,e
s,s
 , 
o,o
f,f
 , 
t,t
h,h
e,e
 , 
m,m
a,a
t,t
c,c
h,h
.,<DEL>
 , 
H,H
i,i
s,s
 , 
b,b
e,e
i,i
n,n
g,g
 , 
s,s
u,u
c,c
h,h
 , 
c,c
h,h
a,a
r,r
m,m
i,i
n,n
g,g
 , 
y,y
o,o
u,u
n,n
g,g
 , 
m,m
a,a
n,n
",",","
 , 
a,<DEL>
 ,<DEL>
s,<DEL>
o,<DEL>
 ,<DEL>
r,r
i,i
c,c
h,h
",",","
 , 
a,a
n,n
d,d
 , 
l,l
i,i
v,v
i,i
n,n
g,g
 , 
b,<DEL>
 ,<DEL>
t,t
h,h
r,r
e,e
e,e
 , 
m,m
i,i
l,l
e,e
s,s
 , 
f,É
r,r
o,o
m,m
 , 
t,t
h,h
e,e
m,m
 , 
w,w
e,e
r,r
e,e
 , 
t,t
h,h
e,e
 , 
f,f
i,i
r,r
s,s
t,t
 , 
p,p
o,o
<INS>, 
i,i
n,n
t,t
s,s
 , 
s,s
e,e
l,l
f,f
-, 
g,g
r,r
a,a
t,t
u,u
l,l
a,a
t,t
i,i
o,o
n,n
;,<DEL>
 , 
a,a
n,n
d,d
 , 
t,t
h,h
e,e
n,n
 , 
i,i
t,t
 , 
w,w
a,a
s,s
 , 
s,s
u,u
c,c
h,h
 , 
a,<DEL>
 ,<DEL>
c,c
o,o
m,m
f,f
o,o
r,r
t,t
 ,<DEL>
t,<DEL>
o,<DEL>
 , 
t,t
h,h
i,i
n,n
k,k
 , 
h,h
o,o
w,w
d,d
r,r
á,á
ž,ž
d,d
i,i
v,v
í,í
 , 
a,a
 , 
n,n
e,e
s,s
n,n
á,á
š,š
e,e
l,l
i,i
 , 
N,N
e,e
j,j
č,č
a,a
s,s
t,t
ě,ě
j,j
i,i
 , 
v,v
š,š
a,a
k,k
 , 
v,v
e,e
l,l
i,i
c,c
 , 
d,d
u,u
c,c
h,h
u,u
 , 
o,o
b,b
m,m
e,e
z,z
e,e
n,n
í,í
",",","
 , 
c,c
o,o
 , 
o,o
s,s
t,t
a,a
t,t
n,n
ě,ě
 , 
t,t
v,v
o,o
ř,ř
í,í
 , 
z,Z
 , 
č,č
á,á
s,s
t,t
i,i
 , 
j,j
e,e
j,j
i,i
c,c
h,h
 , 
s,s
í,í
l,l
u,u
.,.
 , 
N,N
e,e
j,j
m,m
r,r
z,z
u,u
t,t
 , 
j,j
e,e
 , 
p,p
a,a
k,k
 , 
n,n
a,a
 , 
n,n
i,i
c,c
h,h
 , 
t,t
o,o
",",","
 , 
ž,ž
e,e
 , 
m,m
í,í
s,s
t,t
o,o
 , 
p,p
ř,ř
í,í
m,m
é,é
h,h
o,o
 , 
c,c
í,í
l,l
e,e
",",;
n,n
o,o
t,t
 , 
b,b
e,e
e,e
n,n
 , 
s,s
o,o
 , 
i,i
n,n
 , 
D,D
e,e
r,r
b,b
y,y
s,s
h,h
i,i
r,r
e,e
.,.
 , 
T,T
h,h
e,e
r,r
e,e
 , 
h,h
e,e
 , 
h,h
a,a
d,d
 , 
t,t
a,a
l,l
k,k
e,e
d,d
 , 
t,t
o,o
 , 
h,h
e,e
r,r
 , 
f,f
r,r
i,i
e,e
n,n
d,d
s,s
 , 
w,w
h,h
e,e
n,n
 , 
h,h
e,e
 , 
c,c
o,o
u,u
l,l
d,d
 , 
n,n
o,o
t,t
 , 
t,t
o,o
 , 
h,h
e,e
r,r
s,s
e,e
l,l
f,f
.,.
 , 
B,B
u,u
t,t
 , 
n,n
o,o
w,w
 , 
s,s
e,e
v,v
e,e
r,r
a,a
l,l
 , 
m,m
i,i
n,n
u,u
t,t
e,e
s,s
 , 
e,e
l,l
a,a
p,p
s,s
e,e
d,d
<INS>, 
",",","
 , 
w,w
i,i
t,t
h,h
o,o
u,u
t,t
 , 
b,b
r,r
i,i
n,n
g,g
i,i
n,n
g,g
 , 
t,t
h,h
e,e
 , 
s,s
o,o
u,u
n,n
d,d
 , 
o,o
f,f
 , 
h,h
i,i
s,s
 , 
v,v
o,o
i,i
c,c
e,e
;,;
 , 
a,a
n,n
d,d
 , 
w,w
h,h
e,e
n,n
 , 
o,o
c,c
c,c
a,a
s,s
i,i
o,o
n,n
a,a
l,l
l,l
y,y
",",","
 , 
u,u
n,n
a,a
b,b
l,l
e,e
 , 
t,t
o,o
 , 
r,r
e,e
s,s
i,i
s,s
t,t
 , 
t,t
h,h
e,e
 , 
i,i
m,m
p,p
u,u
l,l
s,s
e,e
 , 
o,o
f,f
y,y
o,o
u,u
 , 
s,s
h,h
o,o
u,u
l,l
d,d
 , 
b,b
e,e
 , 
s,s
o,o
 , 
r,<DEL>
 ,<DEL>
t,t
h,h
i,i
n,n
k,k
 , 
y,y
o,o
u,u
r,r
 , 
o,o
w,w
n,n
 , 
c,c
h,h
i,i
 , 
s,s
i,i
l,l
l,l
y,y
.,.
 , 
I,I
f,f
 , 
I,I
 , 
w,w
i,i
s,s
h,h
e,e
d,d
 , 
t,t
o,o
 , 
t,t
h,h
i,i
n,n
k,k
 , 
s,s
l,l
i,i
g,g
h,h
t,t
i,i
n,n
g,g
l,l
y,y
 , 
o,<DEL>
 ,<DEL>
a,a
n,n
y,y
b,b
o,o
d,d
y,y
’,'
s,s
 , 
c,c
h,h
i,i
l,l
d,d
r,r
e,e
n,n
 , 
s,s
h,h
o,o
u,u
l,l
d,d
 , 
n,n
o,o
t,t
 , 
b,b
e,e
 , 
o,o
f,f
 , 
 ,<DEL>
h,h
o,o
w,w
e,e
v,v
e,e
r,r
.,:
”,<DEL>
 , 
“,""""
I,I
f,f
 , 
m,m
y,y
 , 
c,c
o,o
b,b
z,z
v,v
l,l
á,á
š,š
t,t
ě,ě
 , 
s,s
l,l
u,u
š,š
e,e
 , 
š,š
e,e
d,d
i,i
n,n
á,á
m,m
<INS>, 
.,_
 , 
S,S
n,n
a,a
d,d
 , 
s,<DEL>
 ,<DEL>
a,a
l,l
e,e
 , 
z,z
d,d
á,á
 , 
m,m
i,i
 , 
s,s
e,e
",",","
 , 
 ,<DEL>
s,s
m,m
í,í
c,c
h,h
u,u
 , 
m,m
o,o
ž,ž
n,h
á,á
 , 
p,p
o,o
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
a,a
",",<DEL>
 , 
a,<DEL>
 ,<DEL>
z,z
a,a
l,l
í,í
 , 
v,v
á,á
m,m
 , 
p,p
ř,ř
i,i
 , 
p,p
r,r
v,v
n,n
í,í
m,m
 , 
 ,<DEL>
s,s
m,m
í,í
c,c
h,h
 , 
n,n
ě,ě
k,k
t,t
e,e
r,r
é,e
h,n
o,o
š,š
t,t
ě,ě
s,s
t,t
í,í
.,.
 , 
O,O
n,n
 , 
n,n
á,á
m,m
 , 
t,t
i,i
s,s
k,k
l,l
 , 
r,r
 , 
s,s
v,v
ý,ý
m,m
a,a
 , 
c,c
h,h
v,v
ě,ě
j,j
í,í
c,c
í,í
m,m
a,a
 , 
s,s
e,e
",",","
 , 
z,z
c,c
h,h
l,l
a,a
d,d
l,l
ý,ý
m,m
a,a
 , 
r,r
u,u
k,k
a,a
m,m
a,a
.,_
 ,<DEL>
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
 , 
t,t
a,a
k,k
é,é
 , 
m,m
u,u
 , 
p,p
ř,ř
á,á
 , 
b,b
y,y
l,l
i,i
 , 
r,r
á,á
d,d
i,i
 , 
j,j
e,e
h,h
o,o
 , 
š,š
t,t
ě,ě
s,s
t,t
í,í
.,.
 , 
S,S
t,t
a,a
l,l
 , 
s,s
e,e
 , 
o,o
s,s
a,a
d,d
n,n
í,í
k,k
e,e
m,m
 , 
a,a
 , 
z,z
ů,ů
s,s
t,t
a,a
l,l
 , 
v,v
 , 
n,n
a,a
š,š
e,e
m,m
 , 
m,m
ě,ě
s,s
t,t
ě,ě
.,.
s,<DEL>
e,<DEL>
 ,<DEL>
o,o
b,b
j,j
e,e
v,v
i,i
l,l
 , 
p,p
a,a
r,r
t,t
y,y
z,z
á,á
n,n
 , 
s,<DEL>
 ,<DEL>
p,p
i,i
s,s
t,t
o,o
l,l
í,í
 , 
v,v
 , 
r,r
u,u
c,c
e,e
.,.
 , 
Z,Z
a,a
h,h
l,l
é,é
d,d
l,l
 , 
o,o
k,k
n,n
e,e
m,m
 , 
p,p
ř,ř
i,i
c,c
h,h
á,á
z,z
e,e
j,j
í,í
c,c
í,í
 , 
N,N
ě,ě
m,m
c,c
e,e
.,.
 , 
N,N
e,e
c,c
h,h
t,t
ě,ě
l,l
 , 
o,o
h,h
r,r
o,o
z,z
i,i
t,t
 , 
p,p
a,a
l,l
b,b
o,o
u,u
 , 
s,s
v,v
é,é
 , 
h,h
o,o
s,s
t,t
i,i
t,t
e,e
l,l
e,e
",",;
 , 
p,p
r,r
o,o
t,t
o,o
 , 
s,s
e,e
 , 
r,r
o,o
z,z
h,h
o,o
d,d
l,l
 , 
p,p
r,r
o,o
 , 
b,b
o,o
j,j
 , 
v,v
e,e
n,n
k,k
u,u
.,.
 , 
N,N
e,e
p,p
ř,ř
á,á
t,t
e,e
l,l
é,é
 , 
b,b
y,y
l,l
i,i
 , 
s,s
i,i
c,c
e,e
 , 
t,t
ř,ř
i,i
",",","
 , 
a,a
l,l
e,e
 , 
c,c
o,o
ž,ž
 , 
t,t
o,o
 , 
b,b
y,y
l,l
o,o
 , 
p,p
o,o
 , 
p,p
r,i
v,v
é,é
",",","
 , 
ž,ž
e,e
 , 
s,s
t,t
á,á
l,l
 , 
p,p
r,r
o,o
t,t
i,i
 , 
p,p
ř,ř
e,e
s,s
i,i
l,l
e,e
?,?
p,p
o,o
v,v
s,s
t,t
á,á
v,v
á,á
 , 
a,a
 , 
p,p
o,o
v,v
s,s
t,t
a,a
n,n
e,e
",",;
 , 
a,a
b,b
y,y
 , 
s,s
v,v
ý,ý
m,m
i,i
 , 
ž,ž
i,i
v,v
o,o
t,t
y,y
 , 
b,b
r,r
á,á
n,n
i,i
l,l
 , 
i,<DEL>
 ,<DEL>
s,s
v,v
o,o
b,b
o,o
d,d
u,u
 , 
t,t
v,v
o,o
j,j
i,i
.,.
 , 
D,D
n,n
e,e
s,s
 , 
j,j
e,e
 , 
j,j
i,i
s,s
t,t
é,é
",",","
 , 
ž,ž
e,e
 , 
s,s
e,e
 , 
Č,Č
e,e
s,s
k,k
o,o
s,s
l,l
o,o
v,v
e,e
n,n
s,s
k,k
o,o
 , 
v,v
r,r
á,á
t,t
í,í
 , 
d,d
o,o
 , 
s,s
v,v
ý,ý
c,c
h,h
 , 
p,p
ů,ů
v,v
o,o
d,d
n,n
í,í
c,c
h,h
 , 
t,t
i,i
s,s
í,í
c,c
i,i
l,l
e,e
t,t
ý,ý
c,c
h,h
 , 
h,h
r,r
a,a
n,n
i,i
c,c
",",","
 , 
a,<DEL>
 ,<DEL>
p,p
r,r
o,o
t,t
o,o
 , 
m,m
u,u
s,s
í,i
š,š
 , 
i,<DEL>
 ,<DEL>
t,t
y,y
",",;
 , 
č,č
e,e
s,s
k,k
o,o
s,s
l,l
o,o
v,v
e,e
n,n
s,s
k,k
ý,ý
 , 
l,l
i,i
d,d
e,e
",",;
 , 
b,b
ý,ý
t,t
i,i
 , 
m,m
e,e
z,z
i,i
 , 
p,p
r,r
v,v
n,n
í,í
m,m
i,i
 , 
a,a
a,<DEL>
 ,<DEL>
k,k
o,o
n,n
e,e
č,č
n,n
ě,ě
 , 
j,j
s,s
t,t
e,e
 , 
b,b
y,y
l,l
i,i
 , 
s,s
a,a
m,m
i,i
 , 
r,r
á,á
d,d
i,i
",",","
 , 
ž,ž
e,e
 , 
j,j
e,e
 , 
r,r
o,o
z,z
h,h
o,o
v,v
o,o
r,r
 , 
s,s
k,k
o,o
n,n
č,č
e,e
n,n
.,.
 , 
V,V
y,y
p,p
t,t
a,a
l,l
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
 , 
n,n
a,a
 , 
n,n
ě,ě
h,h
o,o
 , 
h,h
n,n
e,e
d,d
 , 
t,t
e,e
h,h
d,d
y,y
 , 
I,I
v,v
a,a
n,n
 , 
I,I
v,v
a,a
n,n
o,o
v,v
i,i
č,č
e,e
 , 
a,a
 , 
d,d
o,o
v,v
ě,ě
d,d
ě,ě
l,l
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
",",","
 , 
ž,ž
e,e
 , 
G,G
o,o
r,r
j,j
a,a
n,n
č,č
i,i
k,k
o,o
v,v
 , 
v,v
e,e
d,d
e,e
 , 
b,b
e,e
z,z
ú,ú
h,h
o,o
n,n
n,n
ý,ý
<INS>, 
",",","
 , 
m,m
r,r
a,a
v,v
n,n
ý,ý
 , 
ž,ž
i,i
v,v
o,o
 , 
s,s
i,i
c,c
e,e
 , 
b,b
y,y
 , 
h,h
o,o
 , 
I,I
v,v
a,a
n,n
 , 
I,I
v,v
a,a
n,n
o,o
v,v
i,i
č,č
 , 
n,n
e,e
v,v
z,z
a,a
l,l
 , 
z,z
a,a
 , 
u,u
č,č
i,i
t,t
e,e
l,l
e,e
 , 
k,k
e,e
 , 
s,s
v,v
ý,ý
m,m
a,a
t,t
t,t
e,e
n,n
d,d
i,i
n,n
g,g
 , 
i,i
t,t
 , 
o,o
u,u
g,g
h,h
t,t
 , 
t,t
o,o
 , 
b,b
e,e
 , 
f,f
o,o
r,r
g,g
o,o
t,t
t,t
e,e
n,n
<INS>, 
.,.
 , 
Y,Y
o,o
u,u
 , 
m,m
u,u
s,s
t,t
 , 
l,l
e,e
a,a
r,r
n,n
 , 
s,s
o,o
m,m
e,e
 , 
o,o
f,f
 , 
m,m
y,y
 , 
p,p
h,h
i,i
l,l
o,o
s,s
o,o
p,p
h,h
y,y
<INS>, 
.,.
 , 
T,T
h,h
i,i
n,n
k,k
 , 
o,o
n,n
l,l
y,y
 , 
o,o
f,f
 , 
t,t
h,h
e,e
 , 
p,p
a,a
s,s
t,t
 , 
a,a
s,s
 , 
<INS>,~
i,i
t,t
s,s
 , 
r,r
e,e
m,m
e,e
m,m
b,b
r,r
a,a
n,n
c,c
e,e
 , 
g,g
i,i
v,v
e,e
s,s
 , 
y,y
o,o
 , 
p,p
l,l
e,e
a,a
s,s
u,u
r,r
e,e
.,<DEL>
”,<DEL>
 , 
“,'
I,I
 ,<DEL>
c,c
a,a
n,n
n,n
o,o
t,t
 , 
g,g
i,i
v,v
e,e
 , 
y,y
o,o
u,u
 , 
c,c
r,r
e,e
d,d
i,i
t,t
 , 
f,f
o,o
r,r
 , 
a,a
n,n
y,y
 , 
p,p
h,h
i,i
l,l
o,o
s,s
o,o
p,p
h,h
y,y
 , 
o,o
f,f
 , 
t,t
h,h
e,e
 , 
k,k
i,i
n,n
d,d
.,<DEL>
 , 
Y,Y
o,o
u,u
r,r
 , 
r,r
e,e
t,t
r,r
o,o
s,s
p,p
e,e
c,c
t,t
i,i
o,o
n,n
s,s
 , 
m,m
u,u
s,s
t,t
A,A
l,l
e,e
 , 
d,d
v,r
a,a
k,k
r,<DEL>
á,á
t,t
 , 
d,d
o,o
 , 
r,I
o,o
k,k
a,a
 , 
s,s
e,e
 , 
o,o
p,p
i,i
l,l
 , 
s,s
á,<DEL>
m,<DEL>
 ,<DEL>
a,a
 ,n
t,<DEL>
u,<DEL>
 , 
v,'
y,y
c,c
h,h
á,á
z,z
e,e
l,l
a,a
 , 
n,n
a,a
 , 
j,j
e,e
v,r
o,o
 , 
c,c
e,e
l,l
á,á
 , 
j,j
e,e
h,h
o,o
 , 
z,z
v,v
í,í
ř,ř
e,e
c,c
í,i
 , 
p,p
o,o
v,v
a,a
h,h
a,a
.,.
 , 
P,P
o,o
n,n
e,e
n,n
á,á
h,h
l,l
u,u
",",;
 , 
j,j
a,a
k,k
 , 
s,s
e,e
 , 
o,o
p,p
í,í
j,j
e,e
l,l
",",;
 , 
p,p
o,o
č,č
í,í
n,n
a,a
l,l
 , 
s,s
i,i
 , 
l,l
i,i
d,d
i,i
 , 
z,z
p,p
r,r
v,v
a,a
 , 
d,d
o,o
b,b
í,i
r,r
a,a
t,t
i,i
 , 
ú,ú
s,s
m,m
ě,ě
š,š
k,k
y,y
",",;
 , 
a,<DEL>
 ,<DEL>
s,s
i,i
c,c
e,e
 , 
c,c
o,o
 , 
n,n
e,e
j,j
z,z
l,l
o,o
m,m
y,y
s,s
l,h
n,n
ě,ě
j,j
š,š
í,í
m,m
i,i
",",","
 , 
v,I
y,y
p,p
o,o
č,č
í,í
t,t
a,a
n,n
ý,ý
m,m
i,i
 , 
a,<DEL>
 ,<DEL>
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
d,d
á,a
v,r
n,n
o,o
 , 
u,u
ž,ž
 , 
p,p
ř,i
i,i
p,p
r,r
a,a
v,v
e,e
n,n
ý,y
m,n
i,i
;,:
s,s
k,k
u,u
p,p
i,i
n,n
u,u
.,.
 , 
K,K
r,r
á,á
t,t
k,k
ý,ý
 , 
p,p
o,o
v,v
e,e
l,l
 , 
a,<DEL>
 ,<DEL>
p,p
o,o
c,c
h,h
o,o
d,d
u,u
j,j
í,í
 , 
d,d
o,o
 , 
H,H
o,o
š,š
ť,ť
á,á
l,l
k,k
o,o
v,v
é,é
.,.
 , 
R,R
o,o
d,d
n,n
á,á
 , 
v,v
e,e
s,s
n,n
i,i
č,č
k,k
a,a
 , 
j,j
e,e
 , 
v,v
í,í
t,t
á,á
 , 
s,<DEL>
 ,<DEL>
p,p
l,l
á,á
č,č
e,e
m,m
 , 
a,<DEL>
 ,<DEL>
j,j
á,á
s,s
o,o
t,t
e,e
m,m
.,.
 , 
N,N
e,e
",",","
 , 
n,n
e,e
n,n
í,í
 , 
m,m
o,o
ž,ž
n,n
o,o
 , 
u,u
v,v
ě,ě
ř,ř
i,i
t,t
<INS>, 
.,.
., 
.,.
 , 
P,P
a,a
k,k
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
ú,ú
s,s
e,e
č,č
n,n
é,é
 , 
z,z
d,d
a,a
r,r
 , 
a,<DEL>
 ,<DEL>
b,b
o,o
j,j
o,o
v,v
á,á
 , 
s,s
k,k
u,u
p,p
i,i
n,n
a,a
 , 
j,j
e,e
 , 
r,r
o,o
z,z
p,p
u,u
š,š
t,t
ě,ě
n,n
a,a
.,.
 , 
C,C
h,h
l,l
a,a
p,p
c,c
